behavior_id,customer_id,device_id,device_fingerprint,ip_address,current_country,current_city,previous_country,previous_city,location_change_flag,login_timestamp,logout_timestamp,session_duration_minutes,transactions_last_1h,transactions_last_24h,avg_session_duration,typing_speed_score,mouse_movement_score,device_risk_score,behavior_risk_score,account_takeover_suspected,created_at
BEH-300015,CUST-11618,DEV-F00D0B6B4444,fp-216cb4eb32ec45db,26.112.119.162,China,Metropolis,United States,Suburban,TRUE,2026-01-01 00:52:51,2026-01-01 01:04:51,12,1,3,14.5,24.93,75.2,73.03,81.52,TRUE,2026-01-01 00:52:51
BEH-300016,CUST-11598,DEV-642A6D557DDF,fp-1171438ad3854745,126.111.3.97,China,Metropolis,United States,Suburban,TRUE,2026-01-01 00:33:56,2026-01-01 00:45:56,12,1,3,14.5,22.49,75.2,72.51,99.44,TRUE,2026-01-01 00:33:56
BEH-300017,CUST-10287,DEV-C6046E0581B2,fp-e8b12cf011394fcb,61.156.177.93,China,Metropolis,United States,Suburban,TRUE,2026-01-01 00:54:24,2026-01-01 01:06:24,12,1,3,14.5,13.42,75.2,81.79,89.97,TRUE,2026-01-01 00:54:24
BEH-300018,CUST-10192,DEV-6D1FF0067457,fp-52e86aed52eb4771,18.232.57.1,China,Metropolis,United States,Suburban,TRUE,2026-01-01 00:50:21,2026-01-01 01:02:21,12,1,3,14.5,22.04,75.2,89.03,93.2,TRUE,2026-01-01 00:50:21
BEH-300019,CUST-10850,DEV-249407D52963,fp-96ceb0b0b09548ba,86.124.7.247,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:01:47,2026-01-01 01:13:47,12,1,3,14.5,19.67,75.2,75.61,93.42,TRUE,2026-01-01 01:01:47
BEH-300020,CUST-10795,DEV-EED5F9935945,fp-cf4e56b3159b45f3,31.36.73.187,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:03:37,2026-01-01 01:15:37,12,1,3,14.5,28.1,75.2,73.95,95.96,TRUE,2026-01-01 01:03:37
BEH-300021,CUST-11967,DEV-EBAE502A2457,fp-f6d177c2492f427f,49.99.134.8,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:05:04,2026-01-01 01:17:04,12,1,3,14.5,13.92,75.2,88.25,83.41,TRUE,2026-01-01 01:05:04
BEH-300022,CUST-10072,DEV-F860304D5477,fp-26167489664a47cc,219.46.206.37,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:08:37,2026-01-01 01:20:37,12,1,3,14.5,15.2,75.2,93.94,90.74,TRUE,2026-01-01 01:08:37
BEH-300023,CUST-11976,DEV-BB7FA48C55FC,fp-b4647c8447f54deb,173.234.88.121,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:15:08,2026-01-01 01:27:08,12,1,3,14.5,27.61,75.2,79.15,83.43,TRUE,2026-01-01 01:15:08
BEH-300024,CUST-10476,DEV-3D981AB84BF0,fp-49eaf6cf57fd4905,109.117.192.84,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:09:05,2026-01-01 01:21:05,12,1,3,14.5,17.8,75.2,77.37,84.64,TRUE,2026-01-01 01:09:05
BEH-300025,CUST-11285,DEV-48749EBA0740,fp-9eb7e3f1eadb4992,79.215.31.75,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:34:50,2026-01-01 01:46:50,12,1,3,14.5,14.36,75.2,70.06,87.62,TRUE,2026-01-01 01:34:50
BEH-300026,CUST-11223,DEV-30FCF6B0FE91,fp-a61a605e16e848a5,96.76.1.130,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:09:07,2026-01-01 01:21:07,12,1,3,14.5,20.5,75.2,93.52,96.12,TRUE,2026-01-01 01:09:07
BEH-300027,CUST-11434,DEV-E6FDF8CD1A46,fp-48eadeb610f64f03,114.156.51.249,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:14:37,2026-01-01 01:26:37,12,1,3,14.5,24.04,75.2,78.43,94.75,TRUE,2026-01-01 01:14:37
BEH-300028,CUST-11887,DEV-33E3120BB27B,fp-c48f9af834a64f60,219.176.155.109,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:03:55,2026-01-01 01:15:55,12,1,3,14.5,16.76,75.2,94.51,95.5,TRUE,2026-01-01 01:03:55
BEH-300029,CUST-10914,DEV-BEBCFCBF560B,fp-058518f16cc44b87,203.217.13.179,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:36:27,2026-01-01 01:48:27,12,1,3,14.5,27.4,75.2,74.99,89.72,TRUE,2026-01-01 01:36:27
BEH-300030,CUST-11262,DEV-D5B3D35A0113,fp-0f52c6fa06ac4104,70.159.176.132,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:14:44,2026-01-01 01:26:44,12,1,3,14.5,16.88,75.2,71.14,99.41,TRUE,2026-01-01 01:14:44
BEH-300031,CUST-10850,DEV-249407D52963,fp-5a4f0ce21bc34ef0,151.61.49.80,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:02:29,2026-01-01 01:14:29,12,1,3,14.5,28.99,75.2,77.41,88.17,TRUE,2026-01-01 01:02:29
BEH-300032,CUST-10221,DEV-0AE2BA4BADED,fp-55cd811802324fb9,215.163.244.67,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:41:02,2026-01-01 01:53:02,12,1,3,14.5,17.26,75.2,81.0,95.02,TRUE,2026-01-01 01:41:02
BEH-300033,CUST-11625,DEV-F7430374D224,fp-72e06656e70b43e2,25.153.13.112,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:00:59,2026-01-01 02:12:59,12,1,3,14.5,21.01,75.2,73.38,85.3,TRUE,2026-01-01 02:00:59
BEH-300034,CUST-10142,DEV-27E00852BAF7,fp-5a1d4dcc34074c9b,60.200.5.209,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:52:46,2026-01-01 02:04:46,12,1,3,14.5,11.02,75.2,71.01,95.12,TRUE,2026-01-01 01:52:46
BEH-300035,CUST-10753,DEV-F8110CF4519F,fp-6c54bb6fa0754032,61.104.133.164,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:31:38,2026-01-01 01:43:38,12,1,3,14.5,16.98,75.2,89.61,86.08,TRUE,2026-01-01 01:31:38
BEH-300036,CUST-10038,DEV-1DE44239158A,fp-0c5aa6ba337e4ef8,126.125.209.97,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:02:45,2026-01-01 02:14:45,12,1,3,14.5,18.15,75.2,83.61,94.63,TRUE,2026-01-01 02:02:45
BEH-300037,CUST-10939,DEV-B761A2EE54F8,fp-fceaae9720c24c13,63.146.148.53,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:19:46,2026-01-01 01:31:46,12,1,3,14.5,12.85,75.2,73.84,89.82,TRUE,2026-01-01 01:19:46
BEH-300038,CUST-10866,DEV-8305F442BCE9,fp-9fe9896536da471f,124.198.63.192,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:21:13,2026-01-01 02:33:13,12,1,3,14.5,13.67,75.2,75.41,86.7,TRUE,2026-01-01 02:21:13
BEH-300039,CUST-11194,DEV-DE6139C615B9,fp-97b02c7742724dba,177.25.132.189,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:58:47,2026-01-01 02:10:47,12,1,3,14.5,15.86,75.2,88.28,96.04,TRUE,2026-01-01 01:58:47
BEH-300040,CUST-10565,DEV-4A46311F27E9,fp-315d4b13391e4342,161.165.45.243,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:23:00,2026-01-01 01:35:00,12,1,3,14.5,26.16,75.2,79.42,80.57,TRUE,2026-01-01 01:23:00
BEH-300041,CUST-10119,DEV-9D8BD7B218A1,fp-f4faf2e81d6343d1,216.120.197.94,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:26:47,2026-01-01 02:38:47,12,1,3,14.5,23.74,75.2,74.26,95.25,TRUE,2026-01-01 02:26:47
BEH-300042,CUST-11779,DEV-5C89656D331F,fp-4d2e565ec0ee48c6,90.120.41.193,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:26:18,2026-01-01 02:38:18,12,1,3,14.5,24.65,75.2,72.53,99.41,TRUE,2026-01-01 02:26:18
BEH-300043,CUST-10537,DEV-4BB9D112866B,fp-f7f8c17f04bc4aa6,182.124.81.59,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:44:19,2026-01-01 02:56:19,12,1,3,14.5,10.14,75.2,73.13,87.37,TRUE,2026-01-01 02:44:19
BEH-300044,CUST-10377,DEV-820323F73266,fp-cfc6dec03a504cfe,170.100.80.232,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:31:48,2026-01-01 02:43:48,12,1,3,14.5,26.81,75.2,82.67,93.67,TRUE,2026-01-01 02:31:48
BEH-300045,CUST-11557,DEV-1559F3B5FE72,fp-9e81b5423ff447f3,190.5.203.224,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:33:53,2026-01-01 02:45:53,12,1,3,14.5,13.37,75.2,90.32,80.01,TRUE,2026-01-01 02:33:53
BEH-300046,CUST-11868,DEV-90F4913CCBB3,fp-f97b52acbd2e45a2,85.191.54.40,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:22:18,2026-01-01 02:34:18,12,1,3,14.5,14.7,75.2,86.45,96.06,TRUE,2026-01-01 02:22:18
BEH-300047,CUST-11138,DEV-093DCE6D410F,fp-db75211c1ae949a2,186.65.43.22,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:43:32,2026-01-01 01:55:32,12,1,3,14.5,24.36,75.2,83.56,82.64,TRUE,2026-01-01 01:43:32
BEH-300048,CUST-11547,DEV-C9B8B2943EE9,fp-b1216959d3314bac,83.206.114.107,China,Metropolis,United States,Suburban,TRUE,2026-01-01 01:54:28,2026-01-01 02:06:28,12,1,3,14.5,18.83,75.2,85.35,98.76,TRUE,2026-01-01 01:54:28
BEH-300049,CUST-11688,DEV-AD2A8AF75F4E,fp-cbec393380e7436f,180.49.75.164,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:11:15,2026-01-01 02:23:15,12,1,3,14.5,26.19,75.2,71.25,80.65,TRUE,2026-01-01 02:11:15
BEH-300050,CUST-10110,DEV-33E3120BB27B,fp-c4460bcff0d247ae,209.210.248.37,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:23:18,2026-01-01 02:35:18,12,1,3,14.5,24.72,75.2,91.55,90.2,TRUE,2026-01-01 02:23:18
BEH-300051,CUST-10534,DEV-87F5CEA5515A,fp-f25f92b457c54d4a,198.227.202.252,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:11:17,2026-01-01 03:23:17,12,1,3,14.5,21.43,75.2,90.96,82.48,TRUE,2026-01-01 03:11:17
BEH-300052,CUST-11187,DEV-1EB11FB1537C,fp-f5cfd12fa0c54e63,39.93.103.187,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:03:19,2026-01-01 02:15:19,12,1,3,14.5,26.53,75.2,89.01,92.0,TRUE,2026-01-01 02:03:19
BEH-300053,CUST-10552,DEV-58DC7B2B2527,fp-9ec4e742906a4bfc,129.89.80.56,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:30:35,2026-01-01 02:42:35,12,1,3,14.5,13.56,75.2,75.35,86.55,TRUE,2026-01-01 02:30:35
BEH-300054,CUST-10706,DEV-C61192AAE94E,fp-cba462b0000a4bf3,180.13.187.105,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:28:51,2026-01-01 02:40:51,12,1,3,14.5,18.67,75.2,89.95,97.31,TRUE,2026-01-01 02:28:51
BEH-300055,CUST-10640,DEV-8C2C0E0607D2,fp-6bbc3852e53c43a3,63.211.143.181,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:28:09,2026-01-01 03:40:09,12,1,3,14.5,10.53,75.2,83.41,96.37,TRUE,2026-01-01 03:28:09
BEH-300056,CUST-10936,DEV-60A8F2F618B3,fp-838cf634e1d64df1,84.17.218.96,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:38:03,2026-01-01 02:50:03,12,1,3,14.5,29.89,75.2,73.93,92.44,TRUE,2026-01-01 02:38:03
BEH-300057,CUST-11270,DEV-D92B308F06D9,fp-fafdcc2f79ee4eeb,101.236.113.66,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:37:45,2026-01-01 02:49:45,12,1,3,14.5,24.92,75.2,71.08,81.45,TRUE,2026-01-01 02:37:45
BEH-300058,CUST-10275,DEV-583ED8EA5D98,fp-1f56f31bab824fc3,159.34.111.164,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:28:46,2026-01-01 02:40:46,12,1,3,14.5,10.13,75.2,83.31,95.36,TRUE,2026-01-01 02:28:46
BEH-300059,CUST-10755,DEV-93D9E998EF9A,fp-9728d30c3a354b0e,78.252.174.221,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:38:52,2026-01-01 03:50:52,12,1,3,14.5,15.08,75.2,70.7,92.15,TRUE,2026-01-01 03:38:52
BEH-300060,CUST-10216,DEV-E81B62865A27,fp-c1de0eedb5fe4f63,59.234.31.144,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:44:53,2026-01-01 03:56:53,12,1,3,14.5,12.34,75.2,82.22,99.45,TRUE,2026-01-01 03:44:53
BEH-300061,CUST-11114,DEV-D8D9C1967A32,fp-af2c97bc6a0e45fc,36.148.176.160,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:35:42,2026-01-01 03:47:42,12,1,3,14.5,19.17,75.2,87.19,91.7,TRUE,2026-01-01 03:35:42
BEH-300062,CUST-11431,DEV-6E183976EF40,fp-745e5fb747b14d72,162.31.210.83,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:30:19,2026-01-01 03:42:19,12,1,3,14.5,23.2,75.2,70.39,80.61,TRUE,2026-01-01 03:30:19
BEH-300063,CUST-11911,DEV-0279103040E6,fp-6602b4450e224c3f,5.120.239.196,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:56:16,2026-01-01 04:08:16,12,1,3,14.5,17.71,75.2,75.45,98.7,TRUE,2026-01-01 03:56:16
BEH-300064,CUST-11472,DEV-E3CAC2686D5E,fp-0660bc8efdaf41a0,181.238.192.108,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:38:48,2026-01-01 02:50:48,12,1,3,14.5,24.6,75.2,90.95,84.51,TRUE,2026-01-01 02:38:48
BEH-300065,CUST-11967,DEV-EBAE502A2457,fp-9f71a6d1080e46e3,38.228.167.243,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:42:32,2026-01-01 02:54:32,12,1,3,14.5,29.4,75.2,74.21,83.64,TRUE,2026-01-01 02:42:32
BEH-300066,CUST-10080,DEV-38B636DCD18B,fp-ef49041c44d54857,114.87.28.119,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:20:28,2026-01-01 04:32:28,12,1,3,14.5,21.05,75.2,73.79,91.79,TRUE,2026-01-01 04:20:28
BEH-300067,CUST-11928,DEV-33B61DA6CF79,fp-c35b37ddb2ca4ed9,32.154.27.131,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:03:22,2026-01-01 03:15:22,12,1,3,14.5,10.71,75.2,86.63,88.54,TRUE,2026-01-01 03:03:22
BEH-300068,CUST-10509,DEV-94B1925DA471,fp-568bd9f0d1c64254,79.218.40.253,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:01:15,2026-01-01 03:13:15,12,1,3,14.5,26.88,75.2,88.33,96.5,TRUE,2026-01-01 03:01:15
BEH-300069,CUST-11400,DEV-B17F27CCF4F8,fp-d76ee8a6f9a549df,92.4.117.120,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:24:00,2026-01-01 03:36:00,12,1,3,14.5,26.32,75.2,78.15,95.02,TRUE,2026-01-01 03:24:00
BEH-300070,CUST-10265,DEV-EFB0CBD8D8B0,fp-f0d1c62ab2054ebe,174.33.178.17,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:25:36,2026-01-01 04:37:36,12,1,3,14.5,10.09,75.2,75.64,92.22,TRUE,2026-01-01 04:25:36
BEH-300071,CUST-10256,DEV-E81B62865A27,fp-bbdc3680a5234af8,164.192.12.193,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:06:11,2026-01-01 04:18:11,12,1,3,14.5,19.63,75.2,83.09,81.15,TRUE,2026-01-01 04:06:11
BEH-300072,CUST-11701,DEV-F3A2E0224865,fp-a553813e59b14f28,125.178.245.31,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:01:30,2026-01-01 03:13:30,12,1,3,14.5,19.1,75.2,71.09,97.07,TRUE,2026-01-01 03:01:30
BEH-300073,CUST-10898,DEV-77BDBA6004B2,fp-749bad2077804aa1,177.134.198.182,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:45:56,2026-01-01 03:57:56,12,1,3,14.5,16.01,75.2,89.95,96.09,TRUE,2026-01-01 03:45:56
BEH-300074,CUST-11015,DEV-FD44F5D540A6,fp-fe5e444aea374492,24.180.224.92,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:00:40,2026-01-01 04:12:40,12,1,3,14.5,17.38,75.2,86.07,87.52,TRUE,2026-01-01 04:00:40
BEH-300075,CUST-11616,DEV-A3F0C07D9F5A,fp-d2ed847cd00f4621,93.149.70.208,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:46:48,2026-01-01 03:58:48,12,1,3,14.5,22.38,75.2,81.75,89.1,TRUE,2026-01-01 03:46:48
BEH-300076,CUST-10062,DEV-ACC1F4F57E6D,fp-c8f211d6aa4041d7,172.76.202.96,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:26:59,2026-01-01 03:38:59,12,1,3,14.5,14.7,75.2,70.03,90.12,TRUE,2026-01-01 03:26:59
BEH-300077,CUST-11884,DEV-3314B417F2FB,fp-f2a83709b5b54d22,126.181.187.43,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:49:00,2026-01-01 03:01:00,12,1,3,14.5,22.09,75.2,70.06,93.92,TRUE,2026-01-01 02:49:00
BEH-300078,CUST-11293,DEV-6114374ABA09,fp-c87a0e2025e141b0,107.136.11.69,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:37:05,2026-01-01 02:49:05,12,1,3,14.5,12.19,75.2,90.66,80.59,TRUE,2026-01-01 02:37:05
BEH-300079,CUST-10929,DEV-B803925FFC0D,fp-e1cff87d41ae43ea,102.96.180.207,China,Metropolis,United States,Suburban,TRUE,2026-01-01 02:41:07,2026-01-01 02:53:07,12,1,3,14.5,16.17,75.2,94.92,93.69,TRUE,2026-01-01 02:41:07
BEH-300080,CUST-11569,DEV-F62BD63D593B,fp-485295f735864321,73.18.149.118,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:42:47,2026-01-01 03:54:47,12,1,3,14.5,10.36,75.2,83.71,86.55,TRUE,2026-01-01 03:42:47
BEH-300081,CUST-11048,DEV-F804BD9D80F2,fp-50ad836194f149bf,103.174.146.17,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:40:11,2026-01-01 03:52:11,12,1,3,14.5,11.74,75.2,73.37,95.0,TRUE,2026-01-01 03:40:11
BEH-300082,CUST-10326,DEV-010913ED1DA6,fp-4ea5f747adc744cd,201.168.107.214,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:20:05,2026-01-01 03:32:05,12,1,3,14.5,22.23,75.2,92.11,90.77,TRUE,2026-01-01 03:20:05
BEH-300083,CUST-11782,DEV-B80ACB65449B,fp-230b8d7d777c4e00,80.163.34.174,China,Metropolis,United States,Suburban,TRUE,2026-01-01 05:10:44,2026-01-01 05:22:44,12,1,3,14.5,12.58,75.2,78.77,99.02,TRUE,2026-01-01 05:10:44
BEH-300084,CUST-11147,DEV-37020CD454E1,fp-fb19932e221648d9,91.19.95.224,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:51:00,2026-01-01 04:03:00,12,1,3,14.5,15.44,75.2,75.36,85.21,TRUE,2026-01-01 03:51:00
BEH-300085,CUST-11129,DEV-8788E24DFAAE,fp-33a49bff4349474a,43.223.254.87,China,Metropolis,United States,Suburban,TRUE,2026-01-01 05:32:46,2026-01-01 05:44:46,12,1,3,14.5,26.32,75.2,87.27,82.64,TRUE,2026-01-01 05:32:46
BEH-300086,CUST-10859,DEV-8D5C34FBCAD2,fp-0d09314b2ba049ea,11.125.227.22,China,Metropolis,United States,Suburban,TRUE,2026-01-01 05:19:17,2026-01-01 05:31:17,12,1,3,14.5,11.7,75.2,78.8,94.28,TRUE,2026-01-01 05:19:17
BEH-300087,CUST-11828,DEV-0E43E65829E2,fp-7d255ad9c9054db4,21.107.78.131,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:00:35,2026-01-01 04:12:35,12,1,3,14.5,17.57,75.2,86.01,82.39,TRUE,2026-01-01 04:00:35
BEH-300088,CUST-10222,DEV-27E00852BAF7,fp-f2f8216d1edf44e0,209.127.162.204,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:05:00,2026-01-01 04:17:00,12,1,3,14.5,17.16,75.2,86.0,81.24,TRUE,2026-01-01 04:05:00
BEH-300089,CUST-11210,DEV-BDE7A0C6926B,fp-a42531c103354cbe,154.209.168.124,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:07:43,2026-01-01 04:19:43,12,1,3,14.5,12.73,75.2,80.17,98.9,TRUE,2026-01-01 04:07:43
BEH-300090,CUST-10545,DEV-47A535F24113,fp-2808dca594904ee2,4.223.40.139,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:41:01,2026-01-01 04:53:01,12,1,3,14.5,12.14,75.2,89.77,82.36,TRUE,2026-01-01 04:41:01
BEH-300091,CUST-10773,DEV-28CBA102677A,fp-ed4c601910624a08,184.232.87.180,China,Metropolis,United States,Suburban,TRUE,2026-01-01 05:52:21,2026-01-01 06:04:21,12,1,3,14.5,15.66,75.2,80.16,93.75,TRUE,2026-01-01 05:52:21
BEH-300092,CUST-11833,DEV-4442F5B4A09B,fp-6fb1bf9b9cd94878,183.99.216.34,China,Metropolis,United States,Suburban,TRUE,2026-01-01 04:49:30,2026-01-01 05:01:30,12,1,3,14.5,18.08,75.2,85.5,84.54,TRUE,2026-01-01 04:49:30
BEH-300093,CUST-10282,DEV-27E00852BAF7,fp-8ea47dca8155425c,104.115.31.216,China,Metropolis,United States,Suburban,TRUE,2026-01-01 05:42:16,2026-01-01 05:54:16,12,1,3,14.5,14.19,75.2,80.49,80.55,TRUE,2026-01-01 05:42:16
BEH-300094,CUST-11036,DEV-E72373A11B70,fp-fc598407d4bb4815,34.18.57.150,China,Metropolis,United States,Suburban,TRUE,2026-01-01 03:32:00,2026-01-01 03:44:00,12,1,3,14.5,20.86,75.2,84.23,80.64,TRUE,2026-01-01 03:32:00
BEH-300095,CUST-10794,DEV-E3CAC2686D5E,fp-373ddbffba9f4d6a,211.176.16.238,China,Metropolis,United States,Suburban,TRUE,2026-01-01 05:08:53,2026-01-01 05:20:53,12,1,3,14.5,25.62,75.2,82.27,98.18,TRUE,2026-01-01 05:08:53
BEH-300096,CUST-11089,DEV-81AB73A04831,fp-f7f122abd55240e1,85.92.252.242,China,Metropolis,United States,Suburban,TRUE,2026-01-01 05:19:49,2026-01-01 05:31:49,12,1,3,14.5,21.31,75.2,71.83,80.31,TRUE,2026-01-01 05:19:49
