merchant_id,merchant_name,merchant_category,merchant_country,merchant_risk_rating,fraud_transaction_count,total_transaction_count,merchant_status,created_at
MERCH-1058,Food & Dining Global Inc 59,Food & Dining,United States,LOW,45,251,ACTIVE,2024-01-01 00:00:00
MERCH-1059,Food & Dining Global Inc 60,Food & Dining,United States,LOW,46,258,ACTIVE,2024-01-01 00:00:00
MERCH-1060,E-Commerce Global Inc 61,E-Commerce,United States,LOW,39,245,ACTIVE,2024-01-01 00:00:00
MERCH-1061,E-Commerce Global Inc 62,E-Commerce,India,LOW,52,234,ACTIVE,2024-01-01 00:00:00
MERCH-1062,E-Commerce Global Inc 63,E-Commerce,Canada,LOW,32,268,ACTIVE,2024-01-01 00:00:00
MERCH-1063,E-Commerce Global Inc 64,E-Commerce,Canada,MEDIUM,39,228,ACTIVE,2024-01-01 00:00:00
MERCH-1064,E-Commerce Global Inc 65,E-Commerce,India,MEDIUM,43,253,ACTIVE,2024-01-01 00:00:00
MERCH-1065,E-Commerce Global Inc 66,E-Commerce,UAE,LOW,43,260,ACTIVE,2024-01-01 00:00:00
MERCH-1066,E-Commerce Global Inc 67,E-Commerce,United Kingdom,MEDIUM,44,237,ACTIVE,2024-01-01 00:00:00
MERCH-1067,E-Commerce Global Inc 68,E-Commerce,Brazil,LOW,50,256,ACTIVE,2024-01-01 00:00:00
MERCH-1068,E-Commerce Global Inc 69,E-Commerce,Germany,LOW,32,211,ACTIVE,2024-01-01 00:00:00
MERCH-1069,E-Commerce Global Inc 70,E-Commerce,India,MEDIUM,37,250,ACTIVE,2024-01-01 00:00:00
MERCH-1070,E-Commerce Global Inc 71,E-Commerce,United Kingdom,MEDIUM,34,259,ACTIVE,2024-01-01 00:00:00
MERCH-1071,E-Commerce Global Inc 72,E-Commerce,United Kingdom,LOW,42,266,ACTIVE,2024-01-01 00:00:00
MERCH-1072,E-Commerce Global Inc 73,E-Commerce,India,LOW,40,247,ACTIVE,2024-01-01 00:00:00
MERCH-1073,E-Commerce Global Inc 74,E-Commerce,United States,LOW,34,251,ACTIVE,2024-01-01 00:00:00
MERCH-1074,E-Commerce Global Inc 75,E-Commerce,Singapore,LOW,44,230,ACTIVE,2024-01-01 00:00:00
MERCH-1075,Gaming Global Inc 76,Gaming,Germany,MEDIUM,38,241,ACTIVE,2024-01-01 00:00:00
MERCH-1076,Gaming Global Inc 77,Gaming,Canada,LOW,48,262,ACTIVE,2024-01-01 00:00:00
MERCH-1077,Gaming Global Inc 78,Gaming,India,LOW,49,266,ACTIVE,2024-01-01 00:00:00
MERCH-1078,Gaming Global Inc 79,Gaming,Canada,LOW,35,271,ACTIVE,2024-01-01 00:00:00
MERCH-1079,Gaming Global Inc 80,Gaming,United States,LOW,40,251,ACTIVE,2024-01-01 00:00:00
MERCH-1080,Gaming Global Inc 81,Gaming,India,MEDIUM,32,233,ACTIVE,2024-01-01 00:00:00
MERCH-1081,Gaming Global Inc 82,Gaming,United Kingdom,MEDIUM,34,248,ACTIVE,2024-01-01 00:00:00
MERCH-1082,Gaming Global Inc 83,Gaming,France,LOW,45,246,ACTIVE,2024-01-01 00:00:00
MERCH-1083,Gaming Global Inc 84,Gaming,Singapore,LOW,39,267,ACTIVE,2024-01-01 00:00:00
MERCH-1084,Gaming Global Inc 85,Gaming,UAE,MEDIUM,36,248,ACTIVE,2024-01-01 00:00:00
MERCH-1085,Financial Services Global Inc 86,Financial Services,Canada,LOW,43,252,ACTIVE,2024-01-01 00:00:00
MERCH-1086,Financial Services Global Inc 87,Financial Services,United Kingdom,LOW,41,261,ACTIVE,2024-01-01 00:00:00
MERCH-1087,Financial Services Global Inc 88,Financial Services,France,LOW,43,242,ACTIVE,2024-01-01 00:00:00
MERCH-1088,Financial Services Global Inc 89,Financial Services,Canada,LOW,45,244,ACTIVE,2024-01-01 00:00:00
MERCH-1089,Financial Services Global Inc 90,Financial Services,United Kingdom,LOW,46,243,ACTIVE,2024-01-01 00:00:00
MERCH-1090,Financial Services Global Inc 91,Financial Services,France,LOW,39,253,ACTIVE,2024-01-01 00:00:00
MERCH-1091,Financial Services Global Inc 92,Financial Services,Australia,LOW,48,268,ACTIVE,2024-01-01 00:00:00
MERCH-1092,Financial Services Global Inc 93,Financial Services,Canada,LOW,38,252,ACTIVE,2024-01-01 00:00:00
MERCH-1093,Financial Services Global Inc 94,Financial Services,Singapore,MEDIUM,42,283,ACTIVE,2024-01-01 00:00:00
MERCH-1094,Financial Services Global Inc 95,Financial Services,Australia,LOW,39,235,ACTIVE,2024-01-01 00:00:00
MERCH-1095,Digital Services Global Inc 96,Digital Services,United Kingdom,LOW,42,272,ACTIVE,2024-01-01 00:00:00
MERCH-1096,Digital Services Global Inc 97,Digital Services,United States,LOW,41,243,ACTIVE,2024-01-01 00:00:00
MERCH-1097,Digital Services Global Inc 98,Digital Services,UAE,LOW,40,242,ACTIVE,2024-01-01 00:00:00
MERCH-1098,Digital Services Global Inc 99,Digital Services,Singapore,MEDIUM,42,259,ACTIVE,2024-01-01 00:00:00
MERCH-1099,Digital Services Global Inc 100,Digital Services,Singapore,MEDIUM,42,230,ACTIVE,2024-01-01 00:00:00
