device_id,device_fingerprint,device_type,operating_system,browser,first_seen,last_seen,associated_customers_count,device_risk_score,is_blacklisted,created_at
DEV-6D1FF0067457,fp-a3f07a46b96147db,Desktop,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,78.99,TRUE,2024-06-01 00:00:00
DEV-5C89656D331F,fp-a2e5047c5e0a4bf9,Tablet,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,97.75,TRUE,2024-06-01 00:00:00
DEV-D32C556B4B4B,fp-82a1a4fd077d4da0,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,78.67,TRUE,2024-06-01 00:00:00
DEV-583ED8EA5D98,fp-f4bd7f8bfc65408a,Desktop,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,81.49,TRUE,2024-06-01 00:00:00
DEV-E81B62865A27,fp-8e03dfcfc180487d,Mobile,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,97.48,TRUE,2024-06-01 00:00:00
DEV-841897AC9348,fp-b3eb059c712348e3,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,85.28,TRUE,2024-06-01 00:00:00
DEV-495423ADC377,fp-f11defb8c9404210,Mobile,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,87.24,TRUE,2024-06-01 00:00:00
DEV-9D8BD7B218A1,fp-7f14e720729c4f27,Desktop,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,92.32,TRUE,2024-06-01 00:00:00
DEV-A88FEB8D774E,fp-431c2e77e9c54abe,Desktop,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,95.81,TRUE,2024-06-01 00:00:00
DEV-E77F4039B567,fp-68f6e59251c54fb1,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,77.02,TRUE,2024-06-01 00:00:00
DEV-BED6D60A345A,fp-92fcca9b19b44cf2,Tablet,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,81.13,TRUE,2024-06-01 00:00:00
DEV-E4A47D91FDB7,fp-56ca309d0d8c4158,Tablet,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,98.08,TRUE,2024-06-01 00:00:00
DEV-345A263BECD4,fp-efa89ea1d8bc4cb4,Tablet,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,81.37,TRUE,2024-06-01 00:00:00
DEV-B6F493DDE2DC,fp-c52451c868a94c78,Desktop,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,96.28,TRUE,2024-06-01 00:00:00
DEV-2BCE2AE918DB,fp-f06f017d319943c9,Mobile,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,95.17,TRUE,2024-06-01 00:00:00
DEV-3E11EE3A7226,fp-7c3550ac80044556,Mobile,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,97.95,TRUE,2024-06-01 00:00:00
DEV-711C569DFB52,fp-b9fcb66222dc45d5,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,84.76,TRUE,2024-06-01 00:00:00
DEV-EE447EA05465,fp-91430648d9c14fff,Tablet,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,81.1,TRUE,2024-06-01 00:00:00
DEV-A3C732D12228,fp-f1c33b8d876e40d8,Desktop,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,82.72,TRUE,2024-06-01 00:00:00
DEV-BE90889BC12D,fp-47fbbaf81f4f4904,Desktop,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,90.8,TRUE,2024-06-01 00:00:00
DEV-F62BD63D593B,fp-00513815d61d4546,Mobile,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,97.45,TRUE,2024-06-01 00:00:00
DEV-0679D856F6BB,fp-c494ec77ff384e0b,Desktop,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,80.61,TRUE,2024-06-01 00:00:00
DEV-18AF617C379F,fp-f8835d048e0e4bd8,Desktop,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,90.2,TRUE,2024-06-01 00:00:00
DEV-0A97DF7C2EDD,fp-b9d18105720844ec,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,96.55,TRUE,2024-06-01 00:00:00
DEV-36F179AE980A,fp-9e44b78315cb4313,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,77.89,TRUE,2024-06-01 00:00:00
DEV-AAD8220E996F,fp-3661224a045c422c,Mobile,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,83.28,TRUE,2024-06-01 00:00:00
DEV-D0431084F575,fp-b8e1d367a59847ca,Tablet,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,84.53,TRUE,2024-06-01 00:00:00
DEV-A4482A508F81,fp-e93d1f82f9224eb0,Mobile,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,94.89,TRUE,2024-06-01 00:00:00
DEV-966CFA99AF64,fp-c9febd5fd43d4379,Mobile,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,87.69,TRUE,2024-06-01 00:00:00
DEV-3D3F6DEF97BB,fp-6bb84c65b1c34f76,Desktop,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,89.56,TRUE,2024-06-01 00:00:00
DEV-800D1893CED0,fp-c2410528be054c9a,Desktop,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,87.94,TRUE,2024-06-01 00:00:00
DEV-8701E420D237,fp-02e0a1dfb7984958,Mobile,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,96.81,TRUE,2024-06-01 00:00:00
DEV-5F69FCB98E8A,fp-58f2948137ce4e89,Tablet,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,98.76,TRUE,2024-06-01 00:00:00
DEV-F804BD9D80F2,fp-51ef3df139014af4,Mobile,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,93.94,TRUE,2024-06-01 00:00:00
DEV-0676BD6C9826,fp-69f220a26ff948d9,Desktop,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,78.49,TRUE,2024-06-01 00:00:00
DEV-4705347E520C,fp-c5a28c19aeeb4a69,Desktop,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,89.31,TRUE,2024-06-01 00:00:00
DEV-71B48A77D06C,fp-a752d1001e274c0f,Desktop,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,96.6,TRUE,2024-06-01 00:00:00
DEV-F395D586AB2E,fp-6b310f4edd8a42b5,Desktop,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,80.52,TRUE,2024-06-01 00:00:00
DEV-BCBB5BBD6324,fp-336f8b1aa4b641fb,Tablet,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,93.48,TRUE,2024-06-01 00:00:00
DEV-F0B8983C7921,fp-50c4f5c743fb44cc,Tablet,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,86.68,TRUE,2024-06-01 00:00:00
DEV-FD3CAA254CB0,fp-3ccb6a04fdb04412,Desktop,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,93.15,TRUE,2024-06-01 00:00:00
DEV-409FCC61A8B0,fp-0d9c0d88cade4e26,Desktop,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,87.78,TRUE,2024-06-01 00:00:00
DEV-BED03F547768,fp-bb8ea737d7164d6b,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,83.92,TRUE,2024-06-01 00:00:00
DEV-DE6139C615B9,fp-051e0a6f634b49d4,Desktop,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,87.64,TRUE,2024-06-01 00:00:00
DEV-156C1C6C9DAC,fp-0ed3df03f46144b4,Desktop,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,82.94,TRUE,2024-06-01 00:00:00
DEV-359185311E95,fp-5268f80f48b44d14,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,77.09,TRUE,2024-06-01 00:00:00
DEV-09DF6CBCD334,fp-f450cf048902471b,Desktop,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,93.61,TRUE,2024-06-01 00:00:00
DEV-6D3C33D0D583,fp-74f2ffc20cb64f6e,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,84.67,TRUE,2024-06-01 00:00:00
DEV-8246A210D142,fp-b07c2d78617741df,Tablet,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,94.17,TRUE,2024-06-01 00:00:00
DEV-54394B1CB65B,fp-206321625e434db0,Mobile,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,98.31,TRUE,2024-06-01 00:00:00
DEV-60EB94F54B04,fp-4230dbb803024114,Mobile,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,91.17,TRUE,2024-06-01 00:00:00
DEV-0ABF5495EBA1,fp-62c6e7dba2854561,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,80.0,TRUE,2024-06-01 00:00:00
DEV-641AEC06ED65,fp-ac08c9be4d30488d,Desktop,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,91.8,TRUE,2024-06-01 00:00:00
DEV-8DBE7B549BCD,fp-64679d40736c4755,Mobile,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,98.41,TRUE,2024-06-01 00:00:00
DEV-16DE0E8E5C7C,fp-0bd3aa9283714889,Mobile,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,76.17,TRUE,2024-06-01 00:00:00
DEV-3C93B523C1FE,fp-af18abbbbc924242,Tablet,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,88.64,TRUE,2024-06-01 00:00:00
DEV-58DC7B2B2527,fp-0d227da6740d481d,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,82.91,TRUE,2024-06-01 00:00:00
DEV-216AAAC80BA8,fp-9c134058bf524d18,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,87.61,TRUE,2024-06-01 00:00:00
DEV-2AB9C579A3E3,fp-7e6727e785e747ef,Desktop,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,84.01,TRUE,2024-06-01 00:00:00
DEV-ABB6B368C2A7,fp-a2c5f1d621284b41,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,94.26,TRUE,2024-06-01 00:00:00
DEV-8ED0B73F797A,fp-80c79d9c2b884504,Mobile,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,79.2,TRUE,2024-06-01 00:00:00
DEV-F78C851B18D6,fp-fb4b5573a5834ba2,Desktop,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,88.66,TRUE,2024-06-01 00:00:00
DEV-4593574819F8,fp-ab38525e95264e21,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,94.25,TRUE,2024-06-01 00:00:00
DEV-AA6C1CC81882,fp-2fbf3635a4454082,Desktop,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,76.8,TRUE,2024-06-01 00:00:00
DEV-E3FC62495421,fp-30e22e30c45b4970,Mobile,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,99.72,TRUE,2024-06-01 00:00:00
DEV-8C0B65A6339A,fp-4ad802090fff409e,Mobile,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,94.98,TRUE,2024-06-01 00:00:00
DEV-99A3FF9583CA,fp-10e1026a5de34cf4,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,79.52,TRUE,2024-06-01 00:00:00
DEV-800A7B2DFC76,fp-2d6de302719c4abc,Mobile,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,91.85,TRUE,2024-06-01 00:00:00
DEV-AA305B934F07,fp-9867c96899194d80,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,80.48,TRUE,2024-06-01 00:00:00
DEV-99440491E240,fp-03abf2fc35004cae,Tablet,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,78.87,TRUE,2024-06-01 00:00:00
DEV-D5B3D35A0113,fp-f1b9fb7e4d6e4519,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,83.27,TRUE,2024-06-01 00:00:00
DEV-64CD877F15F1,fp-4275fb2565cc440a,Tablet,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,79.52,TRUE,2024-06-01 00:00:00
DEV-B22808700765,fp-a05e9e1d02104849,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,78.59,TRUE,2024-06-01 00:00:00
DEV-0D9A665BA563,fp-e22764b1cf774cf6,Desktop,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,79.09,TRUE,2024-06-01 00:00:00
DEV-64880CCB53FB,fp-962f49269d264f73,Tablet,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,78.09,TRUE,2024-06-01 00:00:00
DEV-4F9E4723E8B9,fp-83d70b332f3d4fb3,Tablet,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,85.84,TRUE,2024-06-01 00:00:00
DEV-D4CEFBF31667,fp-fa6f0640d9304193,Mobile,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,97.64,TRUE,2024-06-01 00:00:00
DEV-8A407035F1CA,fp-1d37e9cf4b6245e5,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,93.22,TRUE,2024-06-01 00:00:00
DEV-815AD6A27979,fp-958e52498fd54d4e,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,85.19,TRUE,2024-06-01 00:00:00
DEV-F2AD6F6266F9,fp-e93e56c0f8424253,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,97.24,TRUE,2024-06-01 00:00:00
DEV-AE3F13C13ADD,fp-93897e73607b4a2a,Tablet,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,96.59,TRUE,2024-06-01 00:00:00
DEV-E8BB90CF1D4C,fp-2aab2e3994b54e2b,Mobile,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,82.76,TRUE,2024-06-01 00:00:00
DEV-B55941DD2BCC,fp-2987ffe30988449c,Tablet,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,87.22,TRUE,2024-06-01 00:00:00
DEV-9E52D56D76D2,fp-492878fe1eab438b,Desktop,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,98.84,TRUE,2024-06-01 00:00:00
DEV-FFE34BC4DFD8,fp-8f84ccd5a2434773,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,86.84,TRUE,2024-06-01 00:00:00
DEV-31C49FF49C31,fp-7a16a3c54b784fc7,Desktop,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,94.92,TRUE,2024-06-01 00:00:00
DEV-2E98F18BA760,fp-1d8e0ee5328847ef,Desktop,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,81.72,TRUE,2024-06-01 00:00:00
DEV-0A9EAE332709,fp-d5b8ca05604940fb,Desktop,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,75.56,TRUE,2024-06-01 00:00:00
DEV-C97F221FE1EB,fp-229d12019b50455b,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,31.88,FALSE,2024-06-01 00:00:00
DEV-E2800C9AB753,fp-c6b1907c099041da,Tablet,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,20.72,FALSE,2024-06-01 00:00:00
DEV-874278D3F374,fp-af9f810e961541b0,Tablet,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,26.61,FALSE,2024-06-01 00:00:00
DEV-FD642A7E39AC,fp-4d545ccb70f440e8,Mobile,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,32.64,FALSE,2024-06-01 00:00:00
DEV-EA51C378CECE,fp-a4fc41652f7b4d09,Mobile,Windows,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,34.73,FALSE,2024-06-01 00:00:00
DEV-1A13D1B553D6,fp-20dd36b7a2b942ca,Desktop,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,0.44,FALSE,2024-06-01 00:00:00
DEV-13943571E8CA,fp-76feb4783af045ff,Desktop,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,18.07,FALSE,2024-06-01 00:00:00
DEV-B61C72D775EE,fp-ceb2da4363144242,Tablet,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,21.28,FALSE,2024-06-01 00:00:00
DEV-EF0B124E1DF9,fp-44f60523274341c6,Tablet,iOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,15.29,FALSE,2024-06-01 00:00:00
DEV-65783FBEA723,fp-a0790131c18a46ee,Tablet,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,9.11,FALSE,2024-06-01 00:00:00
DEV-E019B3F961F9,fp-cf42b741cd6d44ed,Desktop,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,3.63,FALSE,2024-06-01 00:00:00
DEV-058D4A9A563E,fp-31501a599cde445c,Tablet,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,41.72,FALSE,2024-06-01 00:00:00
DEV-42386C777D70,fp-4d31b4d112ca4449,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,36.16,FALSE,2024-06-01 00:00:00
DEV-285ED6A63C15,fp-abcf40cf9e9b4a80,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,27.56,FALSE,2024-06-01 00:00:00
DEV-AB048F2D8460,fp-a706c8f3459446aa,Tablet,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,18.92,FALSE,2024-06-01 00:00:00
DEV-C1E43EE64511,fp-2dcade125e414217,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,37.04,FALSE,2024-06-01 00:00:00
DEV-BDE7A0C6926B,fp-6242c6d4580f4abf,Desktop,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,36.36,FALSE,2024-06-01 00:00:00
DEV-44F8D7FE0346,fp-5c2df9cff79e4eab,Desktop,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,23.21,FALSE,2024-06-01 00:00:00
DEV-3DD555B92A6B,fp-0fd60c31c14a4507,Tablet,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,3.04,FALSE,2024-06-01 00:00:00
DEV-7D87275471C2,fp-6459a65a28c54f8c,Mobile,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,38.13,FALSE,2024-06-01 00:00:00
DEV-3825ABE9CAFF,fp-8340fe448b7d4666,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,5.51,FALSE,2024-06-01 00:00:00
DEV-80D061B52815,fp-273f76af81aa4888,Desktop,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,4.47,FALSE,2024-06-01 00:00:00
DEV-60674E7D956B,fp-8a450026b532432d,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,3.92,FALSE,2024-06-01 00:00:00
DEV-1F73D6EE8BA3,fp-4f2c0df6f3fc4796,Mobile,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,18.57,FALSE,2024-06-01 00:00:00
DEV-249407D52963,fp-1fe7d78355ea4c03,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,4.19,FALSE,2024-06-01 00:00:00
DEV-7BD14B3200B2,fp-36fbe44cd8004ff8,Mobile,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,21.22,FALSE,2024-06-01 00:00:00
DEV-4B7E0E811C1F,fp-b5ba0d909bae41a2,Tablet,iOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,15.5,FALSE,2024-06-01 00:00:00
DEV-CD141CD439B5,fp-aead5457bcba4fd8,Tablet,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,29.93,FALSE,2024-06-01 00:00:00
DEV-8012ADA2C2B9,fp-d99a33d0bc9b4275,Tablet,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,21.89,FALSE,2024-06-01 00:00:00
DEV-C8591849E213,fp-e8b208c1fbdc4975,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,29.04,FALSE,2024-06-01 00:00:00
DEV-E691DFAF18C5,fp-004edeb0399448fc,Desktop,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,7.64,FALSE,2024-06-01 00:00:00
DEV-BD6D18753019,fp-a466ce2b87b64d69,Mobile,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,38.57,FALSE,2024-06-01 00:00:00
DEV-356B3C75F021,fp-ab3a6597e80d4ece,Mobile,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,2.21,FALSE,2024-06-01 00:00:00
DEV-444127ABF8CB,fp-e1112d726be24f78,Tablet,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,2.31,FALSE,2024-06-01 00:00:00
DEV-2D07842DCA2C,fp-a49416daeacf4283,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,17.68,FALSE,2024-06-01 00:00:00
DEV-5095237AF84A,fp-0f77719f6e214bd9,Desktop,Android,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,8.96,FALSE,2024-06-01 00:00:00
DEV-C45B4BB0BDD1,fp-6fb3865b1d424e1c,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,31.58,FALSE,2024-06-01 00:00:00
DEV-0DCA76972165,fp-e3eca08a0ef64421,Desktop,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,28.66,FALSE,2024-06-01 00:00:00
DEV-E17B78FFD818,fp-e18575368a934e09,Mobile,iOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,13.0,FALSE,2024-06-01 00:00:00
DEV-BA19413CF6AB,fp-ac9630de3d93481d,Mobile,Android,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,6.97,FALSE,2024-06-01 00:00:00
DEV-06E773FD885C,fp-fb3d1eaf1e4c4ce8,Tablet,MacOS,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,41.61,FALSE,2024-06-01 00:00:00
DEV-29E80A2D4460,fp-620f0f21ce79433f,Mobile,Windows,Edge,2024-06-01 00:00:00,2026-05-30 00:00:00,1,29.45,FALSE,2024-06-01 00:00:00
DEV-3C15C677D3B5,fp-2621640e89a34ed0,Desktop,MacOS,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,7.74,FALSE,2024-06-01 00:00:00
DEV-867711D416A8,fp-da64cfc91a7d4db2,Mobile,iOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,16.86,FALSE,2024-06-01 00:00:00
DEV-E966191BFA70,fp-4f0269b8a572423f,Mobile,Windows,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,24.22,FALSE,2024-06-01 00:00:00
DEV-200A1342EE45,fp-deb3256a5cd049d6,Tablet,MacOS,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,35.65,FALSE,2024-06-01 00:00:00
DEV-970BD7B9060E,fp-05e11fa138f344c8,Desktop,Windows,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,36.02,FALSE,2024-06-01 00:00:00
DEV-78E8E3BC3D9C,fp-f641c752e73e4161,Mobile,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,13.01,FALSE,2024-06-01 00:00:00
DEV-A54B06EAE03C,fp-fc93b9378b944a72,Desktop,Android,Safari,2024-06-01 00:00:00,2026-05-30 00:00:00,1,42.5,FALSE,2024-06-01 00:00:00
DEV-1DE44239158A,fp-39351d6d57894028,Tablet,Android,Firefox,2024-06-01 00:00:00,2026-05-30 00:00:00,1,21.03,FALSE,2024-06-01 00:00:00
DEV-978F76E97BA8,fp-3dcbeff6ab3a43e1,Tablet,MacOS,Chrome,2024-06-01 00:00:00,2026-05-30 00:00:00,1,4.74,FALSE,2024-06-01 00:00:00
