merchant_id,merchant_name,merchant_category,merchant_country,merchant_risk_rating,fraud_transaction_count,total_transaction_count,merchant_status,created_at
MER0063,Bell-Phillips,E-Commerce,United States,LOW,12,236,ACTIVE,2026-06-08 12:00:00
MER0064,"Lawson, Johnson and Young",E-Commerce,India,LOW,15,241,ACTIVE,2026-06-08 12:00:00
MER0065,Bennett PLC,E-Commerce,India,LOW,13,222,ACTIVE,2026-06-08 12:00:00
MER0066,Perez-Weber,E-Commerce,India,MEDIUM,17,263,ACTIVE,2026-06-08 12:00:00
MER0067,Oneal Ltd,E-Commerce,Singapore,LOW,18,234,ACTIVE,2026-06-08 12:00:00
MER0068,Church-Ramirez,E-Commerce,Singapore,MEDIUM,15,229,ACTIVE,2026-06-08 12:00:00
MER0069,Frederick LLC,E-Commerce,United Kingdom,LOW,19,253,ACTIVE,2026-06-08 12:00:00
MER0070,Black PLC,E-Commerce,United States,MEDIUM,7,222,ACTIVE,2026-06-08 12:00:00
MER0071,Bryant-Davis,E-Commerce,United States,LOW,13,247,ACTIVE,2026-06-08 12:00:00
MER0072,Lee Inc,E-Commerce,UAE,LOW,18,253,ACTIVE,2026-06-08 12:00:00
MER0073,Kelly Inc,E-Commerce,UAE,LOW,15,241,ACTIVE,2026-06-08 12:00:00
MER0074,Davis-Cole,E-Commerce,United Kingdom,LOW,18,252,ACTIVE,2026-06-08 12:00:00
MER0075,Chen-Smith,Gaming,United States,LOW,10,246,ACTIVE,2026-06-08 12:00:00
MER0076,Malone LLC,Gaming,UAE,LOW,15,282,ACTIVE,2026-06-08 12:00:00
MER0077,Cobb LLC,Gaming,UAE,LOW,22,248,ACTIVE,2026-06-08 12:00:00
MER0078,Gibson PLC,Gaming,United States,MEDIUM,14,251,ACTIVE,2026-06-08 12:00:00
MER0079,Sherman PLC,Gaming,United Kingdom,LOW,15,259,ACTIVE,2026-06-08 12:00:00
MER0080,Davis-Duarte,Gaming,UAE,MEDIUM,16,227,ACTIVE,2026-06-08 12:00:00
MER0081,"Castillo, Lee and Shaffer",Gaming,United States,LOW,14,262,ACTIVE,2026-06-08 12:00:00
MER0082,Brown Inc,Gaming,UAE,LOW,12,233,ACTIVE,2026-06-08 12:00:00
MER0083,"Gomez, Briggs and Gomez",Gaming,United States,MEDIUM,19,253,ACTIVE,2026-06-08 12:00:00
MER0084,Hickman-Brown,Gaming,Singapore,LOW,17,242,ACTIVE,2026-06-08 12:00:00
MER0085,"Jackson, Scott and Barker",Financial Services,UAE,MEDIUM,16,238,ACTIVE,2026-06-08 12:00:00
MER0086,"Miller, Larson and Gonzalez",Financial Services,United Kingdom,LOW,16,279,ACTIVE,2026-06-08 12:00:00
MER0087,Thomas and Sons,Financial Services,United States,MEDIUM,14,228,ACTIVE,2026-06-08 12:00:00
MER0088,"Carter, Jarvis and Dickerson",Financial Services,India,LOW,19,279,ACTIVE,2026-06-08 12:00:00
MER0089,White Inc,Financial Services,United States,LOW,12,250,ACTIVE,2026-06-08 12:00:00
MER0090,Cabrera LLC,Financial Services,UAE,LOW,14,261,ACTIVE,2026-06-08 12:00:00
MER0091,"Mccormick, Williams and Brown",Financial Services,United States,LOW,20,245,ACTIVE,2026-06-08 12:00:00
MER0092,Wiley Inc,Financial Services,United Kingdom,MEDIUM,17,225,ACTIVE,2026-06-08 12:00:00
MER0093,Larsen-Jones,Financial Services,UAE,LOW,12,273,ACTIVE,2026-06-08 12:00:00
MER0094,Cross Inc,Financial Services,UAE,LOW,15,244,ACTIVE,2026-06-08 12:00:00
MER0095,Lara Inc,Digital Services,Singapore,LOW,9,262,ACTIVE,2026-06-08 12:00:00
MER0096,Nash PLC,Digital Services,UAE,LOW,25,268,ACTIVE,2026-06-08 12:00:00
MER0097,"Hawkins, Johnson and Keller",Digital Services,Singapore,LOW,19,242,ACTIVE,2026-06-08 12:00:00
MER0098,"Pierce, Kaiser and Smith",Digital Services,Singapore,LOW,12,239,ACTIVE,2026-06-08 12:00:00
MER0099,"Hernandez, Stevens and Green",Digital Services,India,LOW,23,243,ACTIVE,2026-06-08 12:00:00
