device_id,device_fingerprint,device_type,operating_system,browser,first_seen,last_seen,associated_customers_count,device_risk_score,is_blacklisted,created_at
DEV00057,da9c1106985d47e4a92b265b10db8337,Mobile,iOS,Edge,2025-12-13 12:00:00,2026-06-08 12:00:00,1,87.23,True,2026-06-08 12:00:00
DEV00058,5c9e221667a143ba937ca374d7980af5,Mobile,iOS,Safari,2025-12-13 12:00:00,2026-06-08 12:00:00,1,87.49,True,2026-06-08 12:00:00
DEV00059,6722c5cb997d4e8d88222710efcf1709,Mobile,Windows,Edge,2025-09-11 12:00:00,2026-06-08 12:00:00,1,76.01,True,2026-06-08 12:00:00
DEV00060,b8f132cf3e2c48ee9a2b0d496068d9de,Laptop,MacOS,Chrome,2026-04-17 12:00:00,2026-06-08 12:00:00,1,89.92,True,2026-06-08 12:00:00
DEV00061,13a8cb1d3792467793775a2f19b1c05b,Mobile,Windows,Safari,2025-10-28 12:00:00,2026-06-08 12:00:00,1,83.6,True,2026-06-08 12:00:00
DEV00062,81e2f6f23982420895c537ec78d84391,Laptop,Android,Firefox,2025-08-18 12:00:00,2026-06-08 12:00:00,1,81.85,True,2026-06-08 12:00:00
DEV00063,b35ad9ff45af4594aca53b06f4f4c5f5,Mobile,MacOS,Edge,2025-07-25 12:00:00,2026-06-08 12:00:00,1,78.06,True,2026-06-08 12:00:00
DEV00064,7fb3949d5f504cca9a4108a3b920c493,Laptop,iOS,Firefox,2025-08-21 12:00:00,2026-06-08 12:00:00,1,80.67,True,2026-06-08 12:00:00
DEV00065,5deb39af8d3b4a349345ad9401e9f42d,Laptop,Windows,Chrome,2025-11-03 12:00:00,2026-06-08 12:00:00,1,82.72,True,2026-06-08 12:00:00
DEV00066,20f287bca803482e91617120a831d598,Mobile,MacOS,Chrome,2025-07-31 12:00:00,2026-06-08 12:00:00,1,92.79,True,2026-06-08 12:00:00
DEV00067,524657360f6649c5acafa2b0af022357,Tablet,MacOS,Chrome,2025-10-13 12:00:00,2026-06-08 12:00:00,1,80.18,True,2026-06-08 12:00:00
DEV00068,954c8ed8e1c843a19fe26868907f6ab1,Laptop,MacOS,Firefox,2026-05-01 12:00:00,2026-06-08 12:00:00,1,94.23,True,2026-06-08 12:00:00
DEV00069,e18a27d432614d3e8eb47d668d8fe3a7,Tablet,iOS,Safari,2026-04-06 12:00:00,2026-06-08 12:00:00,1,76.51,True,2026-06-08 12:00:00
DEV00070,e7edba82164d4c90aaaaa397c067c70a,Mobile,Android,Edge,2025-12-31 12:00:00,2026-06-08 12:00:00,1,95.79,True,2026-06-08 12:00:00
DEV00071,0cb63ef267814d12a50a8941499a32ed,Mobile,Android,Firefox,2025-06-23 12:00:00,2026-06-08 12:00:00,1,93.26,True,2026-06-08 12:00:00
DEV00072,66f3f5655847494ca080919afd3b8d38,Tablet,iOS,Edge,2025-08-27 12:00:00,2026-06-08 12:00:00,1,96.92,True,2026-06-08 12:00:00
DEV00073,e24f55622a7245d686bec99508b0f655,Mobile,iOS,Edge,2026-02-02 12:00:00,2026-06-08 12:00:00,1,88.16,True,2026-06-08 12:00:00
DEV00074,52a23e56dcf4407bb0f573575de3e50c,Mobile,MacOS,Firefox,2026-01-05 12:00:00,2026-06-08 12:00:00,1,78.86,True,2026-06-08 12:00:00
DEV00075,d3308dab607a496c82a60cafe8b1257e,Mobile,iOS,Edge,2025-06-27 12:00:00,2026-06-08 12:00:00,1,91.88,True,2026-06-08 12:00:00
DEV00076,05c6488e3ab348c38dc547016385225c,Tablet,iOS,Firefox,2025-10-13 12:00:00,2026-06-08 12:00:00,1,82.41,True,2026-06-08 12:00:00
DEV00077,905bf467b9ea4623b50fcf9152d93269,Mobile,iOS,Edge,2026-03-04 12:00:00,2026-06-08 12:00:00,1,84.17,True,2026-06-08 12:00:00
DEV00078,4047834410064f3d8af468a38a4acc52,Tablet,MacOS,Safari,2026-03-17 12:00:00,2026-06-08 12:00:00,1,82.71,True,2026-06-08 12:00:00
DEV00079,280e86d8e19041f4ab72ea67fa26b347,Laptop,Android,Edge,2026-04-19 12:00:00,2026-06-08 12:00:00,1,95.47,True,2026-06-08 12:00:00
DEV00080,c8b561c08c2f4be6b301e1f6e414da4a,Laptop,MacOS,Safari,2025-11-09 12:00:00,2026-06-08 12:00:00,1,98.56,True,2026-06-08 12:00:00
DEV00081,299970e9bace4a8c9b305f56c8b32ccf,Laptop,Windows,Chrome,2026-02-03 12:00:00,2026-06-08 12:00:00,1,85.04,True,2026-06-08 12:00:00
DEV00082,4be8f905db9141c98c0104eafaadeb4b,Mobile,Windows,Firefox,2025-08-04 12:00:00,2026-06-08 12:00:00,1,92.01,True,2026-06-08 12:00:00
DEV00083,426ee480e6ae4c2c90863b0a58dded05,Laptop,iOS,Chrome,2026-03-27 12:00:00,2026-06-08 12:00:00,1,86.7,True,2026-06-08 12:00:00
DEV00084,9f02f91c5e7e49eb89e603111c194dcc,Laptop,MacOS,Firefox,2025-12-12 12:00:00,2026-06-08 12:00:00,1,87.77,True,2026-06-08 12:00:00
DEV00085,22403fbc72fa4a38a9bb5b0ad2b62305,Tablet,Android,Safari,2026-03-15 12:00:00,2026-06-08 12:00:00,1,84.17,True,2026-06-08 12:00:00
DEV00086,9e7e910d57b4408183f6812780ad05aa,Tablet,iOS,Firefox,2025-11-21 12:00:00,2026-06-08 12:00:00,1,93.06,True,2026-06-08 12:00:00
DEV00087,44420dfd4c8b43f58a67056399b149a4,Mobile,MacOS,Chrome,2025-11-16 12:00:00,2026-06-08 12:00:00,1,75.93,True,2026-06-08 12:00:00
DEV00088,07d2bfc5a5a54b28b2f14ee76101948b,Tablet,Android,Firefox,2026-01-07 12:00:00,2026-06-08 12:00:00,1,80.1,True,2026-06-08 12:00:00
DEV00089,7c42938fe9b941cb8148617135e9e68e,Mobile,iOS,Firefox,2026-01-30 12:00:00,2026-06-08 12:00:00,1,95.63,True,2026-06-08 12:00:00
DEV00090,572ecf2fe77342b0be11245cb8a6d4c2,Laptop,Windows,Chrome,2025-10-19 12:00:00,2026-06-08 12:00:00,1,93.14,True,2026-06-08 12:00:00
DEV00091,92526276fc9a4971bb27e8f63aa3b9fa,Mobile,Android,Chrome,2026-03-22 12:00:00,2026-06-08 12:00:00,1,92.71,True,2026-06-08 12:00:00
DEV00092,0d2c71ce745d4063aee258a5c5a69486,Laptop,MacOS,Chrome,2025-08-04 12:00:00,2026-06-08 12:00:00,1,76.2,True,2026-06-08 12:00:00
DEV00093,4f814e03c811454b86741dca84b4d35e,Mobile,iOS,Chrome,2025-06-20 12:00:00,2026-06-08 12:00:00,1,91.9,True,2026-06-08 12:00:00
DEV00094,7dacf6d5f616423d9ae126284d91ecec,Laptop,iOS,Safari,2025-10-14 12:00:00,2026-06-08 12:00:00,1,91.04,True,2026-06-08 12:00:00
DEV00095,4e407d28cc964b2d8c9fc6521de32f3c,Mobile,Android,Edge,2026-04-22 12:00:00,2026-06-08 12:00:00,1,93.01,True,2026-06-08 12:00:00
DEV00096,3af29cfaa2b24521bd79acbae7242372,Mobile,MacOS,Firefox,2025-10-22 12:00:00,2026-06-08 12:00:00,1,77.37,True,2026-06-08 12:00:00
DEV00097,5af195476164496d9237bf601d598c5b,Tablet,MacOS,Chrome,2026-05-04 12:00:00,2026-06-08 12:00:00,1,97.7,True,2026-06-08 12:00:00
DEV00098,369cb1546772436caed6d19e7308d452,Mobile,Android,Chrome,2025-07-13 12:00:00,2026-06-08 12:00:00,1,77.66,True,2026-06-08 12:00:00
DEV00099,8f77502640744110a5638ecefd157feb,Laptop,Android,Safari,2025-07-08 12:00:00,2026-06-08 12:00:00,1,88.04,True,2026-06-08 12:00:00
DEV00100,a57972bd16dc4da89d1b60577e545cd3,Mobile,iOS,Edge,2025-11-20 12:00:00,2026-06-08 12:00:00,1,18.89,False,2026-06-08 12:00:00
DEV00101,d1be21d0f53b4b2d9765a76ae16046bd,Tablet,MacOS,Firefox,2025-12-15 12:00:00,2026-06-08 12:00:00,1,32.92,False,2026-06-08 12:00:00
DEV00102,695638db6a644c22bcc85d7c4c432b1f,Tablet,Android,Edge,2026-05-08 12:00:00,2026-06-08 12:00:00,1,35.29,False,2026-06-08 12:00:00
DEV00103,8b8198d92e3e4fd2adf90637002c9e58,Tablet,iOS,Edge,2025-11-02 12:00:00,2026-06-08 12:00:00,1,24.39,False,2026-06-08 12:00:00
DEV00104,3f104868b589444dada8d4013d64e54b,Laptop,iOS,Chrome,2026-03-31 12:00:00,2026-06-08 12:00:00,1,12.45,False,2026-06-08 12:00:00
DEV00105,5e5b6d2cfea54929bc3d0786b9204dd2,Mobile,Android,Firefox,2026-03-15 12:00:00,2026-06-08 12:00:00,1,21.57,False,2026-06-08 12:00:00
DEV00106,a8fb7c1b74314555bd6bd79dfc91a158,Mobile,iOS,Edge,2025-08-11 12:00:00,2026-06-08 12:00:00,1,19.09,False,2026-06-08 12:00:00
DEV00107,e94d53e543f2425a870481ad2f9dc4dc,Mobile,iOS,Edge,2026-01-30 12:00:00,2026-06-08 12:00:00,1,6.82,False,2026-06-08 12:00:00
DEV00108,fe7687510fed42468f8e9bb6f3041834,Tablet,iOS,Safari,2025-07-03 12:00:00,2026-06-08 12:00:00,1,24.08,False,2026-06-08 12:00:00
DEV00109,0b110e12657b4ac6b12125196c82ffe4,Mobile,Android,Safari,2025-09-20 12:00:00,2026-06-08 12:00:00,1,11.0,False,2026-06-08 12:00:00
DEV00110,9cc0c84587604d13b9424beb42f3912b,Laptop,MacOS,Chrome,2026-03-23 12:00:00,2026-06-08 12:00:00,1,10.21,False,2026-06-08 12:00:00
DEV00111,12efbb8cf38d47ffb22c39448e6099da,Mobile,Windows,Safari,2025-08-16 12:00:00,2026-06-08 12:00:00,1,21.44,False,2026-06-08 12:00:00
DEV00112,418f501a6dd24a36a089ad252c738690,Tablet,Android,Firefox,2025-06-21 12:00:00,2026-06-08 12:00:00,1,0.85,False,2026-06-08 12:00:00
DEV00113,043896a44c63462d9798b07ea552e231,Laptop,iOS,Edge,2025-10-19 12:00:00,2026-06-08 12:00:00,1,17.15,False,2026-06-08 12:00:00
DEV00114,682a6c7cce71421b9c0232b5b229c0f4,Tablet,Android,Chrome,2026-03-11 12:00:00,2026-06-08 12:00:00,1,29.85,False,2026-06-08 12:00:00
DEV00115,6b5bd887fb18425fa05b789d5296a03d,Laptop,Android,Chrome,2026-01-31 12:00:00,2026-06-08 12:00:00,1,34.99,False,2026-06-08 12:00:00
DEV00116,24db0db6fc074d1888f617e20b0f6737,Mobile,iOS,Firefox,2025-10-22 12:00:00,2026-06-08 12:00:00,1,15.91,False,2026-06-08 12:00:00
DEV00117,950a49c35fbe4de18d7e3ea817be097e,Tablet,Android,Chrome,2025-10-24 12:00:00,2026-06-08 12:00:00,1,6.16,False,2026-06-08 12:00:00
DEV00118,d346e7e5fccc4789b4cbc13e76d6c6e1,Laptop,Android,Firefox,2026-01-21 12:00:00,2026-06-08 12:00:00,1,4.0,False,2026-06-08 12:00:00
DEV00119,afce770956a84a25add485b3115aa746,Mobile,iOS,Firefox,2025-11-16 12:00:00,2026-06-08 12:00:00,1,14.23,False,2026-06-08 12:00:00
DEV00120,ba7ca8b27434421696d2038e7e8efcc2,Laptop,iOS,Edge,2025-07-21 12:00:00,2026-06-08 12:00:00,1,4.35,False,2026-06-08 12:00:00
DEV00121,ecd3c70eabc94451b3ecc99ecda48c1c,Tablet,MacOS,Edge,2025-07-26 12:00:00,2026-06-08 12:00:00,1,25.77,False,2026-06-08 12:00:00
DEV00122,fd5ef4e1d26c444ba56a0617e7ea06bb,Mobile,iOS,Firefox,2025-12-12 12:00:00,2026-06-08 12:00:00,1,29.99,False,2026-06-08 12:00:00
DEV00123,f6d15b03fb0745768920ebe18dd3cf9e,Mobile,Android,Safari,2025-12-05 12:00:00,2026-06-08 12:00:00,1,35.85,False,2026-06-08 12:00:00
DEV00124,ed65ca33435b47cb9630db5e16cbcd12,Mobile,MacOS,Safari,2025-11-15 12:00:00,2026-06-08 12:00:00,1,11.94,False,2026-06-08 12:00:00
DEV00125,323f1fec9eee4abe81993b94e243095f,Laptop,iOS,Edge,2026-04-16 12:00:00,2026-06-08 12:00:00,1,8.48,False,2026-06-08 12:00:00
DEV00126,b40ef0ba4ada45f989e4e2317ef171af,Tablet,Windows,Chrome,2026-04-12 12:00:00,2026-06-08 12:00:00,1,4.1,False,2026-06-08 12:00:00
DEV00127,a7c32b1c77c847f3adf4a08385f60f8f,Laptop,MacOS,Chrome,2025-07-03 12:00:00,2026-06-08 12:00:00,1,32.89,False,2026-06-08 12:00:00
DEV00128,4d31f7eb703b4a549a5c1a3d25c86f18,Tablet,Windows,Chrome,2025-12-12 12:00:00,2026-06-08 12:00:00,1,11.43,False,2026-06-08 12:00:00
DEV00129,c732bef5c8d246679abc0dd4a34a5ec0,Mobile,Android,Edge,2025-12-30 12:00:00,2026-06-08 12:00:00,1,23.32,False,2026-06-08 12:00:00
DEV00130,3e8f5f575c57480c80abb451dd60820d,Mobile,MacOS,Edge,2025-06-24 12:00:00,2026-06-08 12:00:00,1,22.91,False,2026-06-08 12:00:00
DEV00131,e6371a70ceed4eee877f35014f5b5a6d,Laptop,Windows,Edge,2026-03-25 12:00:00,2026-06-08 12:00:00,1,35.57,False,2026-06-08 12:00:00
DEV00132,095e556e570144e7bb4027c280231ad9,Laptop,iOS,Firefox,2025-07-17 12:00:00,2026-06-08 12:00:00,1,15.36,False,2026-06-08 12:00:00
DEV00133,08aef5a8571b4314b7ca64f7dd0a1b2e,Tablet,iOS,Safari,2025-11-21 12:00:00,2026-06-08 12:00:00,1,22.61,False,2026-06-08 12:00:00
DEV00134,f0c22207165d40ada7a5095d470f62ea,Laptop,Android,Firefox,2025-07-22 12:00:00,2026-06-08 12:00:00,1,24.75,False,2026-06-08 12:00:00
DEV00135,56d7a903b6ed437a85048e9cc2b5ca76,Mobile,iOS,Safari,2026-03-15 12:00:00,2026-06-08 12:00:00,1,7.4,False,2026-06-08 12:00:00
DEV00136,a72125c2ef4c481c850b935a29132bb2,Mobile,Windows,Safari,2025-10-01 12:00:00,2026-06-08 12:00:00,1,16.17,False,2026-06-08 12:00:00
DEV00137,6952e7da509f422d8208d7697ac7ccb0,Tablet,Android,Edge,2025-06-25 12:00:00,2026-06-08 12:00:00,1,27.99,False,2026-06-08 12:00:00
DEV00138,1a8131179a8a450c9680473696075af6,Tablet,MacOS,Safari,2025-10-18 12:00:00,2026-06-08 12:00:00,1,25.61,False,2026-06-08 12:00:00
DEV00139,3bc7a31d8da744079f350c6e8f45b578,Laptop,MacOS,Chrome,2025-06-15 12:00:00,2026-06-08 12:00:00,1,17.68,False,2026-06-08 12:00:00
DEV00140,9d43770cc6794407a78c24488fcc588f,Tablet,iOS,Firefox,2025-07-26 12:00:00,2026-06-08 12:00:00,1,37.72,False,2026-06-08 12:00:00
DEV00141,591b6594f520459595e01dacd058ac9b,Tablet,iOS,Safari,2025-11-24 12:00:00,2026-06-08 12:00:00,1,26.81,False,2026-06-08 12:00:00
DEV00142,0e6f72346eaf42d0ad82355836c9b159,Tablet,Windows,Safari,2025-08-16 12:00:00,2026-06-08 12:00:00,1,5.54,False,2026-06-08 12:00:00
DEV00143,74c8c0b0b5b4445fad5f4f914bfbc9e3,Tablet,Android,Firefox,2026-05-08 12:00:00,2026-06-08 12:00:00,1,35.89,False,2026-06-08 12:00:00
DEV00144,a260e9981c6d4b3bb9df1645be89724a,Laptop,Android,Safari,2025-07-24 12:00:00,2026-06-08 12:00:00,1,24.4,False,2026-06-08 12:00:00
DEV00145,96be4f556a124fde9f7cab2090dda7d8,Laptop,Android,Safari,2025-10-14 12:00:00,2026-06-08 12:00:00,1,23.62,False,2026-06-08 12:00:00
DEV00146,e60709c0d5c247a391324e0689ff167d,Laptop,iOS,Edge,2025-12-24 12:00:00,2026-06-08 12:00:00,1,3.74,False,2026-06-08 12:00:00
DEV00147,fae42b2e6dd14ee988c1a578075d1494,Tablet,MacOS,Edge,2025-11-14 12:00:00,2026-06-08 12:00:00,1,16.28,False,2026-06-08 12:00:00
DEV00148,30a757c39b5e4c9a981d6f8218e5b13e,Mobile,iOS,Chrome,2025-07-26 12:00:00,2026-06-08 12:00:00,1,19.28,False,2026-06-08 12:00:00
DEV00149,b822bdc5705348aea0e653be1ed7f8eb,Laptop,Android,Safari,2026-02-01 12:00:00,2026-06-08 12:00:00,1,32.29,False,2026-06-08 12:00:00
DEV00150,07cf7e0007734564854eb54ed185902d,Laptop,Windows,Chrome,2026-01-01 12:00:00,2026-06-08 12:00:00,1,33.73,False,2026-06-08 12:00:00
DEV00151,7ff777f3771a47269a4076c7a7a3b203,Laptop,MacOS,Safari,2026-01-06 12:00:00,2026-06-08 12:00:00,1,23.5,False,2026-06-08 12:00:00
DEV00152,5b422e07572143ffad95506062be7a8e,Laptop,Windows,Chrome,2026-04-24 12:00:00,2026-06-08 12:00:00,1,33.3,False,2026-06-08 12:00:00
DEV00153,1135ae868d934aab821ca8c8bdf23253,Mobile,MacOS,Safari,2026-05-09 12:00:00,2026-06-08 12:00:00,1,0.26,False,2026-06-08 12:00:00
DEV00154,be08ec8708554c6f95a116bdac13471d,Tablet,MacOS,Edge,2025-10-22 12:00:00,2026-06-08 12:00:00,1,2.5,False,2026-06-08 12:00:00
DEV00155,b0c62bbaa8394b38a26e40fd36e3ea1f,Mobile,Android,Edge,2025-08-25 12:00:00,2026-06-08 12:00:00,1,8.08,False,2026-06-08 12:00:00
